date,id,product_number,reporterhq_id,prod_category,segment,inventory_units,sales_units,inventory_detrended,sales_detrended,inventory_residuals,sales_residuals,inventory_units_cleansed,sales_units_cleansed
2021-07-10,202127-10857,10857,12,Doraemon,Gaming,119.0,24.0,111.0285714285715,50.5714285714286,7.971428571428504,-26.571428571428598,119.0,24.0
2021-07-17,202128-10857,10857,12,Doraemon,Gaming,134.0,7.0,129.88571428571436,-2.9428571428571555,4.114285714285643,9.942857142857155,134.0,7.0
2021-07-24,202129-10857,10857,12,Doraemon,Gaming,134.0,0.0,148.48571428571435,16.54285714285715,-14.485714285714351,-16.54285714285715,134.0,0.0
2021-07-31,202130-10857,10857,12,Doraemon,Gaming,185.0,49.0,173.85714285714295,22.42857142857144,11.142857142857054,26.57142857142856,185.0,49.0
2021-08-07,202131-10857,10857,12,Doraemon,Gaming,184.0,7.0,186.05714285714296,25.17142857142858,-2.0571428571429635,-18.17142857142858,184.0,7.0
2021-08-14,202132-10857,10857,12,Doraemon,Gaming,158.0,37.0,156.7142857142858,41.71428571428574,1.2857142857141923,-4.714285714285737,158.0,37.0
2021-08-21,202133-10857,10857,12,Doraemon,Gaming,110.0,90.0,108.28571428571435,74.82857142857148,1.7142857142856514,15.171428571428521,110.0,90.0
2021-08-28,202134-10857,10857,12,Doraemon,Gaming,58.0,62.0,61.942857142857164,64.0571428571429,-3.9428571428571644,-2.0571428571429067,58.0,62.0
2021-09-04,202135-10857,10857,12,Doraemon,Gaming,40.0,26.0,44.542857142857166,30.80000000000001,-4.542857142857166,-4.800000000000011,40.0,26.0
2021-09-11,202136-10857,10857,12,Doraemon,Gaming,48.0,31.0,38.48571428571431,40.25714285714288,9.514285714285691,-9.257142857142881,48.0,31.0
2021-09-18,202137-10857,10857,12,Doraemon,Gaming,21.0,70.0,26.05714285714287,42.74285714285716,-5.057142857142871,27.25714285714284,21.0,70.0
2021-09-25,202138-10857,10857,12,Doraemon,Gaming,9.0,28.0,8.400000000000002,69.91428571428575,0.5999999999999979,-41.914285714285754,9.0,28.0
2021-10-02,202139-10857,10857,12,Doraemon,Gaming,3.0,108.0,3.0857142857142863,60.60000000000004,-0.0857142857142863,47.39999999999996,3.0,108.0
2021-10-09,202140-10857,10857,12,Doraemon,Gaming,1.0,24.0,0.5714285714285712,61.02857142857147,0.4285714285714288,-37.02857142857147,1.0,24.0
2021-10-16,202141-10857,10857,12,Doraemon,Gaming,0.0,43.0,0.4285714285714285,19.857142857142865,-0.4285714285714285,23.142857142857135,0.0,43.0
2021-10-23,202142-10857,10857,12,Doraemon,Gaming,2.0,0.0,1.485714285714286,12.685714285714292,0.514285714285714,-12.685714285714292,2.0,0.0
2021-10-30,202143-10857,10857,12,Doraemon,Gaming,4.0,0.0,3.9142857142857155,-6.085714285714294,0.08571428571428452,6.085714285714294,4.0,0.0
2021-11-06,202144-10857,10857,12,Doraemon,Gaming,9.0,0.0,8.828571428571431,9.257142857142863,0.17142857142856904,-9.257142857142863,9.0,0.0
2021-11-13,202145-10857,10857,12,Doraemon,Gaming,21.0,28.0,20.057142857142864,14.97142857142858,0.942857142857136,13.02857142857142,21.0,28.0
2021-11-20,202146-10857,10857,12,Doraemon,Gaming,46.0,4.0,56.02857142857146,10.685714285714292,-10.02857142857146,-6.685714285714292,46.0,4.0
2021-11-27,202147-10857,10857,12,Doraemon,Gaming,101.0,0.0,82.0571428571429,1.6285714285714272,18.942857142857093,-1.6285714285714272,101.0,0.0
2021-12-04,202148-10857,10857,12,Doraemon,Gaming,86.0,10.0,108.88571428571436,-0.8000000000000083,-22.885714285714357,10.800000000000008,86.0,10.0
2021-12-11,202149-10857,10857,12,Doraemon,Gaming,122.0,9.0,98.08571428571435,39.7714285714286,23.914285714285654,-30.7714285714286,122.0,9.0
2021-12-18,202150-10857,10857,12,Doraemon,Gaming,63.0,98.0,75.42857142857147,56.34285714285718,-12.428571428571473,41.65714285714282,63.0,98.0
2021-12-25,202151-10857,10857,12,Doraemon,Gaming,42.0,19.0,40.71428571428572,41.885714285714315,1.2857142857142776,-22.885714285714315,42.0,19.0
2022-01-01,202152-10857,10857,12,Doraemon,Gaming,47.0,0.0,49.22857142857145,-1.371428571428579,-2.228571428571449,1.371428571428579,47.0,0.0
2022-01-08,202201-10857,10857,12,Doraemon,Gaming,81.0,2.0,87.51428571428576,-2.971428571428577,-6.514285714285762,4.971428571428577,81.0,2.0
2022-01-15,202202-10857,10857,12,Doraemon,Gaming,121.0,2.0,101.11428571428577,12.971428571428579,19.88571428571423,-10.971428571428579,121.0,2.0
2022-01-22,202203-10857,10857,12,Doraemon,Gaming,68.0,35.0,79.82857142857148,19.82857142857144,-11.828571428571479,15.17142857142856,68.0,35.0
2022-01-29,202204-10857,10857,12,Doraemon,Gaming,55.0,8.0,59.542857142857166,17.428571428571438,-4.542857142857166,-9.428571428571438,55.0,8.0
2022-02-05,202205-10857,10857,12,Doraemon,Gaming,77.0,5.0,66.20000000000003,1.742857142857141,10.799999999999969,3.257142857142859,77.0,5.0
2022-02-12,202206-10857,10857,12,Doraemon,Gaming,76.0,0.0,81.40000000000003,2.7428571428571438,-5.400000000000034,-2.7428571428571438,76.0,0.0
2022-02-19,202207-10857,10857,12,Doraemon,Gaming,120.0,5.0,134.48571428571435,0.7142857142857133,-14.485714285714351,4.2857142857142865,120.0,5.0
2022-02-26,202208-10857,10857,12,Doraemon,Gaming,214.0,0.0,188.71428571428584,6.257142857142861,25.285714285714164,-6.257142857142861,214.0,0.0
2022-03-05,202209-10857,10857,12,Doraemon,Gaming,194.0,15.0,214.91428571428585,3.4285714285714266,-20.914285714285853,11.571428571428573,194.0,15.0
2022-03-12,202210-10857,10857,12,Doraemon,Gaming,191.0,7.0,168.45714285714294,29.285714285714302,22.54285714285706,-22.285714285714302,191.0,7.0
2022-03-19,202211-10857,10857,12,Doraemon,Gaming,92.0,68.0,107.00000000000006,43.228571428571456,-15.000000000000057,24.771428571428544,92.0,68.0
2022-03-26,202212-10857,10857,12,Doraemon,Gaming,47.0,30.0,45.62857142857145,41.74285714285717,1.3714285714285523,-11.742857142857169,47.0,30.0
2022-04-02,202213-10857,10857,12,Doraemon,Gaming,31.0,14.0,29.971428571428582,12.628571428571433,1.0285714285714178,1.3714285714285666,31.0,14.0
2022-04-09,202214-10857,10857,12,Doraemon,Gaming,35.0,4.0,40.65714285714288,3.4857142857142858,-5.65714285714288,0.5142857142857142,35.0,4.0
2022-04-16,202215-10857,10857,12,Doraemon,Gaming,62.0,0.0,51.54285714285717,2.9142857142857155,10.457142857142827,-2.9142857142857155,62.0,0.0
2022-04-23,202216-10857,10857,12,Doraemon,Gaming,49.0,8.0,58.000000000000036,2.3428571428571434,-9.000000000000036,5.657142857142857,49.0,8.0
2022-04-30,202217-10857,10857,12,Doraemon,Gaming,55.0,0.0,46.85714285714288,6.9428571428571475,8.142857142857117,-6.9428571428571475,55.0,0.0
2022-05-07,202218-10857,10857,12,Doraemon,Gaming,34.0,14.0,38.285714285714306,8.428571428571434,-4.285714285714306,5.571428571428566,34.0,14.0
2022-05-14,202219-10857,10857,12,Doraemon,Gaming,35.0,7.0,33.62857142857144,8.542857142857148,1.3714285714285595,-1.542857142857148,35.0,7.0
2022-05-21,202220-10857,10857,12,Doraemon,Gaming,57.0,1.0,63.08571428571431,1.685714285714286,-6.08571428571431,-0.6857142857142859,57.0,1.0
2022-05-28,202221-10857,10857,12,Doraemon,Gaming,115.0,0.0,117.14285714285721,-4.11428571428572,-2.14285714285721,4.11428571428572,115.0,0.0
2022-06-04,202222-10857,10857,12,Doraemon,Gaming,153.0,0.0,132.77142857142866,14.40000000000001,20.228571428571342,-14.40000000000001,153.0,0.0
2022-06-11,202223-10857,10857,12,Doraemon,Gaming,90.0,45.0,114.08571428571436,25.200000000000017,-24.08571428571436,19.799999999999983,90.0,45.0
2022-06-18,202224-10857,10857,12,Doraemon,Gaming,81.0,11.0,46.62857142857145,22.485714285714298,34.37142857142855,-11.485714285714298,81.0,11.0
2022-06-25,202225-10857,10857,12,Doraemon,Gaming,0.0,5.0,56.228571428571456,-0.9142857142857199,-56.228571428571456,5.91428571428572,108.0,5.0
2022-07-02,202226-10857,10857,12,Doraemon,Gaming,122.0,0.0,70.74285714285718,12.600000000000007,51.257142857142824,-12.600000000000007,57.0,0.0
2022-07-09,202227-10857,10857,12,Doraemon,Gaming,66.0,38.0,85.28571428571433,22.400000000000016,-19.285714285714334,15.599999999999984,66.0,38.0
2022-07-16,202228-10857,10857,12,Doraemon,Gaming,49.0,14.0,47.62857142857144,21.54285714285716,1.3714285714285595,-7.542857142857159,49.0,14.0
2022-07-23,202229-10857,10857,12,Doraemon,Gaming,63.0,5.0,74.31428571428576,1.999999999999997,-11.31428571428576,3.000000000000003,63.0,5.0
2022-07-30,202230-10857,10857,12,Doraemon,Gaming,116.0,0.0,94.91428571428577,8.400000000000006,21.085714285714232,-8.400000000000006,116.0,0.0
2022-08-06,202231-10857,10857,12,Doraemon,Gaming,84.0,23.0,99.08571428571435,10.057142857142864,-15.085714285714346,12.942857142857136,84.0,23.0
2022-08-13,202232-10857,10857,12,Doraemon,Gaming,89.0,0.0,88.48571428571434,8.828571428571433,0.5142857142856627,-8.828571428571433,89.0,0.0
2022-08-20,202233-10857,10857,12,Doraemon,Gaming,77.0,8.0,57.28571428571432,8.25714285714286,19.71428571428568,-0.2571428571428598,77.0,8.0
2022-08-27,202234-10857,10857,12,Doraemon,Gaming,0.0,21.0,29.05714285714287,16.37142857142858,-29.05714285714287,4.628571428571419,0.0,21.0
2022-09-03,202235-10857,10857,12,Doraemon,Gaming,40.0,10.0,21.05714285714286,11.371428571428577,18.94285714285714,-1.3714285714285772,40.0,10.0
2022-09-10,202236-10857,10857,12,Doraemon,Gaming,40.0,0.0,51.742857142857176,0.25714285714285445,-11.742857142857176,-0.25714285714285445,40.0,0.0
2022-09-17,202237-10857,10857,12,Doraemon,Gaming,64.0,0.0,51.40000000000003,4.628571428571431,12.599999999999973,-4.628571428571431,64.0,0.0
2022-09-24,202238-10857,10857,12,Doraemon,Gaming,39.0,16.0,45.42857142857145,7.08571428571429,-6.428571428571452,8.914285714285711,39.0,16.0
2022-10-01,202239-10857,10857,12,Doraemon,Gaming,39.0,0.0,37.71428571428573,8.228571428571435,1.2857142857142705,-8.228571428571435,39.0,0.0
2022-10-08,202240-10857,10857,12,Doraemon,Gaming,63.0,8.0,75.00000000000003,1.0571428571428556,-12.000000000000028,6.942857142857145,63.0,8.0
2022-10-15,202241-10857,10857,12,Doraemon,Gaming,125.0,0.0,101.51428571428576,8.571428571428577,23.485714285714238,-8.571428571428577,125.0,0.0
2022-10-22,202242-10857,10857,12,Doraemon,Gaming,99.0,17.0,120.00000000000006,7.400000000000005,-21.000000000000057,9.599999999999994,99.0,17.0
2022-10-29,202243-10857,10857,12,Doraemon,Gaming,133.0,0.0,122.11428571428577,6.0000000000000036,10.88571428571423,-6.0000000000000036,133.0,0.0
2022-11-05,202244-10857,10857,12,Doraemon,Gaming,130.0,2.0,135.8285714285715,-1.5142857142857191,-5.828571428571507,3.514285714285719,130.0,2.0
2022-11-12,202245-10857,10857,12,Doraemon,Gaming,120.0,6.0,111.17142857142863,13.971428571428579,8.828571428571365,-7.971428571428579,120.0,6.0
2022-11-19,202246-10857,10857,12,Doraemon,Gaming,65.0,36.0,70.57142857142861,25.97142857142859,-5.571428571428612,10.02857142857141,65.0,36.0
2022-11-26,202247-10857,10857,12,Doraemon,Gaming,30.0,23.0,30.77142857142858,27.97142857142859,-0.7714285714285793,-4.971428571428589,30.0,23.0
2022-12-03,202248-10857,10857,12,Doraemon,Gaming,15.0,15.0,14.48571428571429,12.771428571428578,0.5142857142857107,2.2285714285714224,15.0,15.0
2022-12-10,202249-10857,10857,12,Doraemon,Gaming,11.0,2.0,10.571428571428573,3.6285714285714286,0.42857142857142705,-1.6285714285714286,11.0,2.0
2022-12-17,202250-10857,10857,12,Doraemon,Gaming,15.0,0.0,14.48571428571429,0.8571428571428561,0.5142857142857107,-0.8571428571428561,15.0,0.0
2022-12-24,202251-10857,10857,12,Doraemon,Gaming,29.0,6.0,35.771428571428594,3.942857142857145,-6.771428571428594,2.057142857142855,29.0,6.0
2022-12-31,202252-10857,10857,12,Doraemon,Gaming,61.0,7.0,48.228571428571456,10.085714285714293,12.771428571428544,-3.0857142857142925,61.0,7.0
2023-01-07,202301-10857,10857,12,Doraemon,Gaming,40.0,14.0,46.514285714285734,9.371428571428577,-6.514285714285734,4.628571428571423,40.0,14.0
2023-01-14,202302-10857,10857,12,Doraemon,Gaming,44.0,2.0,42.62857142857143,5.171428571428574,1.3714285714285666,-3.1714285714285744,44.0,2.0
2023-01-21,202303-10857,10857,12,Doraemon,Gaming,75.0,0.0,83.6571428571429,-0.6857142857142873,-8.657142857142901,0.6857142857142873,75.0,0.0
2023-01-28,202304-10857,10857,12,Doraemon,Gaming,151.0,0.0,149.37142857142868,-3.3428571428571487,1.6285714285713198,3.3428571428571487,151.0,0.0
2023-02-04,202305-10857,10857,12,Doraemon,Gaming,189.0,2.0,169.2857142857144,12.542857142857148,19.71428571428561,-10.542857142857148,189.0,2.0
2023-02-11,202306-10857,10857,12,Doraemon,Gaming,125.0,45.0,143.85714285714295,37.542857142857166,-18.857142857142946,7.457142857142834,125.0,45.0
2023-02-18,202306-10857,10857,12,Doraemon,Gaming,125.0,45.0,125.3428571428572,36.68571428571431,-0.3428571428571985,8.314285714285688,125.0,45.0
2023-02-25,202308-10857,10857,12,Doraemon,Gaming,135.0,5.0,121.71428571428578,22.142857142857153,13.28571428571422,-17.142857142857153,135.0,5.0
2023-03-04,202309-10857,10857,12,Doraemon,Gaming,97.0,25.0,110.62857142857149,11.457142857142863,-13.62857142857149,13.542857142857137,97.0,25.0
2023-03-11,202310-10857,10857,12,Doraemon,Gaming,108.0,5.0,100.80000000000005,11.600000000000009,7.199999999999946,-6.6000000000000085,108.0,5.0
2023-03-18,202311-10857,10857,12,Doraemon,Gaming,106.0,3.0,102.91428571428577,1.0285714285714276,3.085714285714232,1.9714285714285724,106.0,3.0
2023-03-25,202312-10857,10857,12,Doraemon,Gaming,113.0,0.0,130.48571428571435,0.17142857142857093,-17.48571428571435,-0.17142857142857093,113.0,0.0
2023-04-01,202313-10857,10857,12,Doraemon,Gaming,187.0,0.0,172.6000000000001,-3.000000000000006,14.399999999999892,3.000000000000006,187.0,0.0
2023-04-08,202314-10857,10857,12,Doraemon,Gaming,182.0,5.0,172.82857142857154,20.0857142857143,9.171428571428464,-15.0857142857143,182.0,5.0
2023-04-15,202315-10857,10857,12,Doraemon,Gaming,120.0,52.0,139.02857142857152,27.057142857142875,-19.028571428571524,24.942857142857125,120.0,52.0
2023-04-22,202316-10857,10857,12,Doraemon,Gaming,130.0,2.0,122.88571428571436,18.02857142857144,7.114285714285643,-16.02857142857144,130.0,2.0
2023-04-29,202317-10857,10857,12,Doraemon,Gaming,119.0,7.0,117.0285714285715,10.600000000000005,1.971428571428504,-3.600000000000005,119.0,7.0
2023-05-06,202318-10857,10857,12,Doraemon,Gaming,77.0,32.0,70.14285714285718,16.22857142857144,6.857142857142819,15.771428571428562,77.0,32.0
2022-01-08,202201-110544,110544,12,Luffy,Core,0.0,0.0,0.242857142857125,-1.5428571428571465,-0.242857142857125,1.5428571428571465,0.0,0.0
2022-01-15,202202-110544,110544,12,Luffy,Core,6.0,0.0,5.028571428571432,6.171428571428552,0.971428571428568,-6.171428571428552,6.0,0.0
2022-01-22,202203-110544,110544,12,Luffy,Core,16.0,22.0,17.457142857142863,12.74285714285715,-1.4571428571428626,9.25714285714285,16.0,22.0
2022-01-29,202204-110544,110544,12,Luffy,Core,35.0,6.0,34.4857142857143,10.457142857142864,0.5142857142856982,-4.457142857142864,35.0,6.0
2022-02-05,202205-110544,110544,12,Luffy,Core,51.0,0.0,46.800000000000026,-4.800000000000009,4.199999999999974,4.800000000000009,51.0,0.0
2022-02-12,202206-110544,110544,12,Luffy,Core,58.0,0.0,69.48571428571432,17.571428571428584,-11.485714285714323,-17.571428571428584,58.0,0.0
2022-02-19,202207-110544,110544,12,Luffy,Core,99.0,58.0,82.02857142857147,34.51428571428574,16.971428571428532,23.48571428571426,99.0,58.0
2022-02-26,202208-110544,110544,12,Luffy,Core,83.0,21.0,103.82857142857148,27.771428571428586,-20.82857142857148,-6.7714285714285865,83.0,21.0
2022-03-05,202209-110544,110544,12,Luffy,Core,117.0,10.0,94.62857142857148,28.6857142857143,22.371428571428524,-18.6857142857143,117.0,10.0
2022-03-12,202210-110544,110544,12,Luffy,Core,65.0,67.0,78.20000000000005,39.48571428571431,-13.200000000000045,27.51428571428569,65.0,67.0
2022-03-19,202211-110544,110544,12,Luffy,Core,52.0,16.0,49.257142857142874,30.485714285714305,2.742857142857126,-14.485714285714305,52.0,16.0
2022-03-26,202212-110544,110544,12,Luffy,Core,49.0,2.0,47.371428571428595,1.0571428571428543,1.628571428571405,0.9428571428571457,49.0,2.0
2022-04-02,202213-110544,110544,12,Luffy,Core,59.0,1.0,66.45714285714288,-0.2000000000000013,-7.457142857142884,1.2000000000000013,59.0,1.0
2022-04-09,202214-110544,110544,12,Luffy,Core,104.0,0.0,98.68571428571434,-0.8571428571428586,5.31428571428566,0.8571428571428586,104.0,0.0
2022-04-16,202215-110544,110544,12,Luffy,Core,119.0,0.0,118.9142857142858,-1.2000000000000046,0.0857142857142037,1.2000000000000046,119.0,0.0
2022-04-23,202216-110544,110544,12,Luffy,Core,101.0,12.0,95.42857142857149,16.542857142857144,5.5714285714285126,-4.5428571428571445,101.0,12.0
2022-04-30,202217-110544,110544,12,Luffy,Core,48.0,61.0,54.42857142857146,71.11428571428576,-6.428571428571459,-10.114285714285757,48.0,61.0
2022-05-07,202218-110544,110544,12,Luffy,Core,23.0,119.0,22.485714285714295,91.40000000000006,0.5142857142857054,27.599999999999937,23.0,119.0
2022-05-14,202219-110544,110544,12,Luffy,Core,14.0,40.0,14.342857142857149,51.40000000000003,-0.34285714285714874,-11.400000000000027,14.0,40.0
2022-05-21,202220-110544,110544,12,Luffy,Core,15.0,0.0,13.11428571428572,14.485714285714282,1.8857142857142808,-14.485714285714282,15.0,0.0
2022-05-28,202221-110544,110544,12,Luffy,Core,16.0,42.0,16.51428571428572,27.257142857142867,-0.5142857142857196,14.742857142857133,16.0,42.0
2022-06-04,202222-110544,110544,12,Luffy,Core,29.0,40.0,27.971428571428582,46.25714285714288,1.0285714285714178,-6.257142857142881,29.0,40.0
2022-06-11,202223-110544,110544,12,Luffy,Core,60.0,40.0,75.17142857142862,25.51428571428572,-15.17142857142862,14.48571428571428,60.0,40.0
2022-06-18,202224-110544,110544,12,Luffy,Core,127.0,15.0,99.1428571428572,53.571428571428605,27.857142857142804,-38.571428571428605,127.0,15.0
2022-06-25,202225-110544,110544,12,Luffy,Core,71.0,107.0,85.82857142857148,48.971428571428596,-14.828571428571479,58.028571428571404,71.0,107.0
2022-07-02,202226-110544,110544,12,Luffy,Core,58.0,8.0,60.40000000000003,69.11428571428576,-2.400000000000027,-61.11428571428576,58.0,54.0
2022-07-09,202227-110544,110544,12,Luffy,Core,81.0,87.0,78.1714285714286,31.285714285714295,2.8285714285713937,55.71428571428571,81.0,87.0
2022-07-16,202228-110544,110544,12,Luffy,Core,105.0,0.0,111.42857142857149,37.8857142857143,-6.4285714285714874,-37.8857142857143,105.0,0.0
2022-07-23,202229-110544,110544,12,Luffy,Core,128.0,53.0,110.9428571428572,44.94285714285716,17.057142857142793,8.057142857142843,128.0,53.0
2022-07-30,202230-110544,110544,12,Luffy,Core,73.0,110.0,83.97142857142862,111.11428571428578,-10.971428571428618,-1.114285714285785,73.0,110.0
2022-08-06,202231-110544,110544,12,Luffy,Core,62.0,129.0,66.02857142857145,112.28571428571436,-4.028571428571453,16.714285714285637,62.0,129.0
2022-08-13,202232-110544,110544,12,Luffy,Core,89.0,55.0,87.62857142857148,68.88571428571433,1.371428571428524,-13.885714285714329,89.0,55.0
2022-08-20,202233-110544,110544,12,Luffy,Core,101.0,28.0,90.28571428571433,29.37142857142858,10.714285714285666,-1.3714285714285808,101.0,28.0
2022-08-27,202234-110544,110544,12,Luffy,Core,61.0,26.0,70.51428571428575,21.285714285714295,-9.514285714285748,4.714285714285705,61.0,26.0
2022-09-03,202235-110544,110544,12,Luffy,Core,57.0,11.0,55.971428571428596,11.857142857142863,1.0285714285714036,-0.857142857142863,57.0,11.0
2022-09-10,202236-110544,110544,12,Luffy,Core,66.0,0.0,68.74285714285718,-0.17142857142857482,-2.7428571428571757,0.17142857142857482,66.0,0.0
2022-09-17,202237-110544,110544,12,Luffy,Core,77.0,0.0,67.40000000000003,5.828571428571431,9.599999999999966,-5.828571428571431,77.0,0.0
2022-09-24,202238-110544,110544,12,Luffy,Core,47.0,20.0,52.91428571428574,10.057142857142864,-5.9142857142857395,9.942857142857136,47.0,20.0
2022-10-01,202239-110544,110544,12,Luffy,Core,45.0,1.0,52.628571428571455,5.371428571428573,-7.628571428571455,-4.371428571428573,45.0,1.0
2022-10-08,202240-110544,110544,12,Luffy,Core,71.0,0.0,56.34285714285718,5.571428571428574,14.657142857142823,-5.571428571428574,71.0,0.0
2022-10-15,202241-110544,110544,12,Luffy,Core,36.0,23.0,43.457142857142884,14.000000000000009,-7.457142857142884,8.999999999999991,36.0,23.0
2022-10-22,202242-110544,110544,12,Luffy,Core,22.0,11.0,21.742857142857147,16.65714285714287,0.2571428571428527,-5.657142857142869,22.0,11.0
2022-10-29,202243-110544,110544,12,Luffy,Core,24.0,10.0,27.857142857142872,3.6571428571428557,-3.857142857142872,6.342857142857144,24.0,10.0
2022-11-05,202244-110544,110544,12,Luffy,Core,40.0,0.0,32.028571428571446,13.800000000000008,7.971428571428554,-13.800000000000008,40.0,0.0
2022-11-12,202245-110544,110544,12,Luffy,Core,23.0,35.0,26.857142857142872,18.885714285714297,-3.857142857142872,16.114285714285703,23.0,35.0
2022-11-19,202246-110544,110544,12,Luffy,Core,19.0,8.0,18.828571428571436,15.885714285714295,0.17142857142856371,-7.885714285714295,19.0,8.0
2022-11-26,202247-110544,110544,12,Luffy,Core,29.0,0.0,27.885714285714293,-3.5142857142857213,1.1142857142857068,3.5142857142857213,29.0,0.0
2022-12-03,202248-110544,110544,12,Luffy,Core,56.0,0.0,70.22857142857146,7.628571428571429,-14.228571428571456,-7.628571428571429,56.0,0.0
2022-12-10,202249-110544,110544,12,Luffy,Core,116.0,38.0,90.0285714285715,28.571428571428584,25.971428571428504,9.428571428571416,116.0,38.0
2022-12-17,202250-110544,110544,12,Luffy,Core,59.0,55.0,74.60000000000004,70.60000000000004,-15.600000000000037,-15.600000000000037,59.0,55.0
2022-12-24,202251-110544,110544,12,Luffy,Core,38.0,102.0,34.74285714285716,77.57142857142861,3.2571428571428385,24.428571428571388,38.0,102.0
2022-12-31,202252-110544,110544,12,Luffy,Core,24.0,48.0,27.000000000000014,69.2571428571429,-3.000000000000014,-21.257142857142895,24.0,48.0
2023-01-07,202301-110544,110544,12,Luffy,Core,26.0,47.0,21.885714285714297,29.600000000000012,4.114285714285703,17.399999999999988,26.0,47.0
2023-01-14,202302-110544,110544,12,Luffy,Core,18.0,5.0,19.62857142857144,24.114285714285728,-1.6285714285714405,-19.114285714285728,18.0,5.0
2023-01-21,202303-110544,110544,12,Luffy,Core,22.0,31.0,21.48571428571429,14.28571428571429,0.5142857142857089,16.714285714285708,22.0,31.0
2023-01-28,202304-110544,110544,12,Luffy,Core,41.0,11.0,48.9714285714286,22.057142857142868,-7.9714285714286035,-11.057142857142868,41.0,11.0
2023-02-04,202305-110544,110544,12,Luffy,Core,84.0,26.0,70.54285714285717,20.942857142857154,13.457142857142827,5.057142857142846,84.0,26.0
2023-02-11,202306-110544,110544,12,Luffy,Core,67.0,28.0,71.11428571428576,31.171428571428592,-4.1142857142857565,-3.171428571428592,67.0,28.0
